shap,pred,weights
-0.11179208397289317,0.3675623,1200
-0.03944526509671895,0.08199425,1200
-0.08408485766644415,0.20400292,1200
-0.04316349238661424,0.62091845,1200
-0.01668158224473424,0.7728308,1200
-0.047800546021397335,0.49197578,400
-0.0842239512871142,0.22931227,400
-0.005743633152578725,0.7451774,800
-0.04162161645927456,0.7116737,800
-0.06518701776357233,0.32577354,800
-0.05723438225072255,0.26917404,800
-0.04806173231619965,0.65153635,2400
-0.047800546021397335,0.49197578,2400
-0.06768964020400242,0.19297004,2400
-0.0697824918171275,0.15869403,2400
-0.04316349238661424,0.62091845,2400
-0.05723438225072255,0.26917404,2400
-0.08229469188745113,0.21489967,2400
-0.047800546021397335,0.49197578,2400
-0.0842239512871142,0.22931227,2400
-0.05723438225072255,0.26917404,2400
-0.007140831471785447,0.6103498,2400
-0.06785286913766525,0.05129426,2400
-0.07108617316605778,0.3065987,600
-0.047716104142183,0.34410354,600
-0.0809642910087304,0.22318400000000002,600
-0.05207532532544668,0.49030393,1800
-0.04162161645927456,0.7116737,1800
-0.04806173231619965,0.65153635,1800
-0.06282263137991455,0.23356234,1800
-0.0419930185125248,0.7257677,1800
-0.04306252111295316,0.21531509,1800
-0.047800546021397335,0.49197578,1800
-0.06169832897635424,0.26748088,1800
-0.05297973781434327,0.7171633000000001,1800
-0.06723392564602618,0.13315146,800
-0.017682703313164745,0.68502146,800
-0.04162161645927456,0.7116737,800
-0.05070474649445054,0.084163636,800
-0.05079037013496071,0.435576,800
